random,ai easy,1.019991159439087,5,2
random,ai easy,2.2346343994140625,8,2
random,ai easy,4.708543539047241,3,2
random,ai easy,1.4333035945892334,2,2
random,ai easy,7.679192304611206,13,1
random,ai medium,45.19589328765869,5,2
random,ai medium,12.706661462783813,2,2
random,ai medium,6.6943464279174805,1,2
random,ai medium,58.23602843284607,8,2
random,ai medium,109.86913323402405,11,2
random,ai hard,33.31989026069641,3,2
random,ai hard,57.9984917640686,4,2
random,ai hard,14.679447412490845,2,2
random,ai hard,71.02645921707153,5,2
random,ai hard,55.48412847518921,4,2
ai easy,ai easy,2.472761631011963,3,1
ai medium,ai medium,84.89894700050354,5,1
ai hard,ai hard,145.1507432460785,5,1
ai easy,ai medium,27.871801614761353,4,1
ai medium,ai easy,57.43560767173767,6,1
ai medium,ai hard,121.6748628616333,8,2
ai hard,ai medium,51.68491005897522,2,1
ai easy,ai hard,18.705236196517944,2,2
ai hard,ai easy,58.68344187736511,4,1
